date,equity,daily_ret
2015-07-20,982437.558302245,0.0
2015-07-21,982437.558302245,0.0
2015-07-22,982437.558302245,0.0
2015-07-23,982437.558302245,0.0
2015-07-24,982437.558302245,0.0
2015-07-27,982437.558302245,0.0
2015-07-28,982437.558302245,0.0
2015-07-29,982437.558302245,0.0
2015-07-30,982437.558302245,0.0
2015-07-31,982437.558302245,0.0
2015-08-03,982437.558302245,0.0
2015-08-04,982437.558302245,0.0
2015-08-05,982437.558302245,0.0
2015-08-06,982437.558302245,0.0
2015-08-07,982437.558302245,0.0
2015-08-10,982437.558302245,0.0
2015-08-11,982437.558302245,0.0
2015-08-12,982437.558302245,0.0
2015-08-13,982437.558302245,0.0
2015-08-14,982437.558302245,0.0
2015-08-17,982437.558302245,0.0
2015-08-18,982437.558302245,0.0
2015-08-19,982437.558302245,0.0
2015-08-20,982437.558302245,0.0
2015-08-21,982437.558302245,0.0
2015-08-24,982437.558302245,0.0
2015-08-25,982437.558302245,0.0
2015-08-26,982437.558302245,0.0
2015-08-27,982437.558302245,0.0
2015-08-28,982437.558302245,0.0
2015-08-31,982437.558302245,0.0
2015-09-01,982437.558302245,0.0
2015-09-02,982437.558302245,0.0
2015-09-03,982437.558302245,0.0
2015-09-04,982437.558302245,0.0
2015-09-07,982437.558302245,0.0
2015-09-08,982437.558302245,0.0
2015-09-09,982437.558302245,0.0
2015-09-10,982437.558302245,0.0
2015-09-11,982437.558302245,0.0
2015-09-14,982437.558302245,0.0
2015-09-15,982437.558302245,0.0
2015-09-16,982437.558302245,0.0
2015-09-17,982437.558302245,0.0
2015-09-18,982437.558302245,0.0
2015-09-21,982437.558302245,0.0
2015-09-22,982437.558302245,0.0
2015-09-23,982437.558302245,0.0
2015-09-24,982437.558302245,0.0
2015-09-25,982437.558302245,0.0
2015-09-29,982437.558302245,0.0
2015-09-30,982437.558302245,0.0
2015-10-01,982437.558302245,0.0
2015-10-02,982437.558302245,0.0
2015-10-05,982437.558302245,0.0
2015-10-06,982437.558302245,0.0
2015-10-07,982437.558302245,0.0
2015-10-08,982437.558302245,0.0
2015-10-12,982059.0078584634,-0.0003853175609813686
2015-10-13,984822.1511873793,0.0028136225082251443
2015-10-14,981137.9817159437,-0.0037409490302321435
2015-10-15,985743.2041411866,0.004693756139364513
2015-10-16,982059.0092467665,-0.003737479374894548
2015-10-19,984822.1597059863,0.0028136297648133635
2015-10-20,985743.2239644788,0.0009352594774751921
2015-10-21,986664.2444008174,0.0009343411285491765
2015-10-22,983901.1038738417,-0.002800487139020369
2015-10-23,987585.2988088392,0.003744476879324443
2015-10-26,988506.3461426655,0.0009326256019983603
2015-10-27,984822.1765593457,-0.0037270065060240887
2015-10-28,982059.0176731142,-0.0028057439728713662
2015-10-29,985743.2186459524,0.003751506688027373
2015-10-30,982059.0291019455,-0.0037374738921031048
2015-11-02,984822.1511873793,0.0028136008157886305
2015-11-03,984822.2213903376,7.128490997487802e-08
2015-11-04,990348.5154362307,0.00561146359806064
2015-11-05,994953.6831175839,0.004650047543439451
2015-11-06,994953.6774794499,-5.666730085174265e-09
2015-11-09,989427.4088584495,-0.0055542973970408305
2015-11-10,990348.5067922048,0.0009309403858317467
2015-11-11,988506.3404415296,-0.0018601192792646604
2015-11-12,984822.1497838758,-0.00372702784689094
2015-11-13,982600.1359457772,-0.00225625899923787
2015-11-16,982600.1359457772,0.0
2015-11-17,982600.1359457772,0.0
2015-11-18,982600.1359457772,0.0
2015-11-19,982600.1359457772,0.0
2015-11-20,982308.1237766385,-0.0002971831149377602
2015-11-23,983000.9165859829,0.000705270365352284
2015-11-24,981615.3674234771,-0.0014095095326237539
2015-11-25,980632.6043672392,-0.0010011691838296422
2015-11-26,980632.6043672392,0.0
2015-11-27,980291.4383147077,-0.0003479040478687745
2015-11-30,969627.4145817909,-0.010878421779598635
2015-12-01,969329.4397048543,-0.0003073086346936371
2015-12-02,974278.014173554,0.0051051523517191555
2015-12-03,970743.3181244828,-0.003628015820586472
2015-12-04,970036.3245718406,-0.0007283012300389746
2015-12-07,971450.2143298781,0.0014575637243909867
2015-12-08,973571.0749637397,0.002183190247504907
2015-12-09,971450.2026060589,-0.002178446353040875
2015-12-10,969329.4484348213,-0.0021830806824151283
2015-12-11,970036.4251420188,0.0007293461560866632
2015-12-14,965087.8153647683,-0.005101467995416775
2015-12-15,967915.5593338457,0.0029300379966030743
2015-12-16,971450.2143298781,0.003651821651121212
2015-12-17,974984.9997504563,0.00363866863009199
2015-12-18,972864.1434302008,-0.002175270717804212
2015-12-21,970743.3051561718,-0.002179994286305109
2015-12-22,969737.3511864785,-0.0010362718592547004
2015-12-23,969737.3511864785,0.0
2015-12-24,969375.6823729485,-0.0003729554328164575
2015-12-25,967689.5625612922,-0.0017393873627290501
2015-12-28,970218.672208016,0.002613554743764901
2015-12-29,970218.7332203379,6.288512444108108e-08
2015-12-30,968532.6224033285,-0.0017378666884866334
2015-12-31,967689.5625612922,-0.0008704506410370794
2016-01-04,968532.6781175974,0.0008712665599839298
2016-01-05,962631.2643769069,-0.00609314881575318
2016-01-06,960596.1687990627,-0.0021140966984501963
2016-01-07,960596.1687990627,0.0
2016-01-08,960596.1687990627,0.0
2016-01-11,960596.1687990627,0.0
2016-01-12,960596.1687990627,0.0
2016-01-13,960596.1687990627,0.0
2016-01-14,960596.1687990627,0.0
2016-01-15,960596.1687990627,0.0
2016-01-18,960596.1687990627,0.0
2016-01-19,960596.1687990627,0.0
2016-01-20,960596.1687990627,0.0
2016-01-21,960596.1687990627,0.0
2016-01-22,960596.1687990627,0.0
2016-01-25,960596.1687990627,0.0
2016-01-26,960596.1687990627,0.0
2016-01-27,960596.1687990627,0.0
2016-01-28,960596.1687990627,0.0
2016-01-29,960596.1687990627,0.0
2016-02-01,960596.1687990627,0.0
2016-02-02,960313.5644016518,-0.00029419688167631186
2016-02-03,961621.9338781963,0.0013624398582348096
2016-02-15,957696.899182375,-0.004081681747827526
2016-02-16,962930.2536501485,0.0054645206351209286
2016-02-17,966855.3993085178,0.004076251258583241
2016-02-18,968163.7100753518,0.0013531607392063272
2016-02-19,966855.3562268123,-0.0013513766679372763
2016-02-22,967509.533151082,0.0006766026790425705
2016-02-23,968817.8822566016,0.0013522854924834515
2016-02-24,967509.576377357,-0.0013504146684382157
2016-02-25,966855.3245164563,-0.0006762226202973176
2016-02-26,969472.0002314014,0.002706377726423348
2016-03-01,966201.2036267383,-0.0033737917174322396
2016-03-02,973397.0967546718,0.0074476135000898225
2016-03-03,973397.095730837,-1.0518161897010714e-09
2016-03-04,972088.7370578414,-0.0013441160639721117
2016-03-07,971434.6196760932,-0.0006728988381533574
2016-03-08,969472.0886575852,-0.0020202399407613925
2016-03-09,970780.3894305129,0.001349498132266369
2016-03-10,972088.7868168005,0.0013477789627116543
2016-03-11,974051.2975682167,0.0020188595712975488
2016-03-14,976667.9778285214,0.0026863885576020596
2016-03-15,974705.4947125177,-0.0020093656806143834
2016-03-16,975359.624186131,0.0006711047359040379
2016-03-17,980593.0690701223,0.0053656566811017825
2016-03-18,979284.7399950582,-0.0013342222338006415
2016-03-21,981247.2507219869,0.0020040246179457988
2016-03-22,980593.0690701223,-0.000666683806128554
2016-03-23,979284.7399950582,-0.0013342222338006415
2016-03-24,978630.5383214483,-0.0006680403021629422
2016-03-25,979284.7223842668,0.0006684688829969865
2016-03-28,978630.5312422041,-0.0006680295598504582
2016-03-29,979284.7081360262,0.0006684615622931656
2016-03-30,979284.7117216085,3.66143004804087e-09
2016-03-31,983863.9690523702,0.0046761245998736545
2016-04-01,982555.5998187965,-0.0013298273691574325
2016-04-06,975359.6465651697,-0.0073237109991066696
2016-04-07,974705.4947125177,-0.0006706775853969615
2016-04-08,973094.8561882847,-0.0016524360773282343
2016-04-11,973094.8561882847,0.0
2016-04-12,973094.8561882847,0.0
2016-04-13,972752.0384324586,-0.0003522963395047318
2016-04-14,975608.853064343,0.0029368374662961383
2016-04-15,968466.8470603067,-0.007320562930116514
2016-04-18,969895.235404907,0.0014748964809028209
2016-04-19,972752.000198182,0.002945436464673712
2016-04-20,969180.9935184213,-0.00367103504185351
2016-04-21,967038.3936486572,-0.00221073244738923
2016-04-22,965991.0075728798,-0.0010830863414074132
2016-04-25,965991.0075728798,0.0
2016-04-26,965991.0075728798,0.0
2016-04-27,965991.0075728798,0.0
2016-04-28,965991.0075728798,0.0
2016-04-29,965991.0075728798,0.0
2016-05-03,965991.0075728798,0.0
2016-05-04,965991.0075728798,0.0
2016-05-05,965991.0075728798,0.0
2016-05-06,965991.0075728798,0.0
2016-05-09,965991.0075728798,0.0
2016-05-10,965991.0075728798,0.0
2016-05-11,965991.0075728798,0.0
2016-05-12,965991.0075728798,0.0
2016-05-13,965991.0075728798,0.0
2016-05-16,965991.0075728798,0.0
2016-05-17,965991.0075728798,0.0
2016-05-18,965991.0075728798,0.0
2016-05-19,965991.0075728798,0.0
2016-05-20,965991.0075728798,0.0
2016-05-23,965991.0075728798,0.0
2016-05-24,965991.0075728798,0.0
2016-05-25,965991.0075728798,0.0
2016-05-26,965991.0075728798,0.0
2016-05-27,965991.0075728798,0.0
2016-05-30,965598.6127169075,-0.00040620963642112873
2016-05-31,964765.4949953499,-0.0008627992113756644
2016-06-01,963932.4061313294,-0.0008635143652443444
2016-06-02,968931.0669786874,0.005185696440500154
2016-06-03,968931.0400999025,-2.7740657548847025e-08
2016-06-06,972263.4547426645,0.003439269158327596
2016-06-07,973096.6464532895,0.0008569608438544485
2016-06-08,977262.183673227,0.0042807024719691
2016-06-13,972263.5362229967,-0.005114950249524575
2016-06-14,972263.5362229967,0.0
2016-06-15,973929.7385292742,0.0017137352623037838
2016-06-16,973096.5903834119,-0.0008554499497268608
2016-06-17,974762.8487035352,0.001712325720375496
2016-06-20,978095.2894005792,0.0034187194367083507
2016-06-21,977262.183673227,-0.0008517633571906158
2016-06-22,978095.3178009384,0.0008525185376353495
2016-06-23,979761.474652244,0.001703470838661847
2016-06-24,977262.1683909507,-0.00255093339139556
2016-06-27,971528.3623729225,-0.005867213735970989
2016-06-28,973259.9520593528,0.0017823357026869324
2016-06-29,978454.6366312926,0.005337407093498836
2016-06-30,982783.6005926963,0.0044242868287771575
2016-07-01,988844.0113683522,0.006166577028758891
2016-07-04,990575.5734917542,0.0017510973454810674
2016-07-05,989709.777517877,-0.0008740332358744274
2016-07-06,986246.7184187438,-0.0034990652591291305
2016-07-07,987112.4877663478,0.0008778425635647125
2016-07-08,988844.0501253548,0.0017541692365021788
2016-07-11,998367.6991884651,0.00963109305446408
2016-07-12,1000099.1357271614,0.0017342673847557943
2016-07-13,997501.8907919021,-0.002596987481016999
2016-07-14,993172.9715018709,-0.004339760485661315
2016-07-15,994904.4880315356,0.0017434189001803713
2016-07-18,994904.4880315356,0.0
2016-07-19,999233.4008333626,0.004351083801412914
2016-07-20,998367.6991884651,-0.0008663658001979435
2016-07-21,1000099.2093773441,0.001734341155354313
2016-07-22,1001830.6976783804,0.001731316538200467
2016-07-25,1001830.7514997313,5.372300027062238e-08
2016-07-26,1001830.679700169,-7.166835536143168e-08
2016-07-27,1007025.5136110726,0.005185341212008199
2016-07-28,1007025.3754350434,-1.372120440601421e-07
2016-07-29,1010488.5702802249,0.0034390343378243315
2016-08-01,1007025.4942628418,-0.0034271303201606207
2016-08-02,1011354.2260518234,0.004298532473748562
2016-08-03,1002696.5399019661,-0.00856048842911905
2016-08-04,1003562.3024237918,0.00086343423695312
2016-08-05,1007025.4942628418,0.0034508986942671793
2016-08-08,1012220.1224672737,0.005158387979278034
2016-08-09,1013085.8573610726,0.0008552832280084299
2016-08-10,1013951.6790354301,0.0008546380033502832
2016-08-11,1011354.2801974195,-0.0025616593884252303
2016-08-12,1013085.9500833609,0.0017122287608288822
2016-08-15,1013085.8445444569,-1.0417566642662024e-07
2016-08-16,1012220.0871343957,-0.000854574579956191
2016-08-17,1010488.6194307747,-0.0017105644569086476
2016-08-18,1008756.8836519661,-0.0017137607940445054
2016-08-19,1010488.5512181289,0.001716635191517879
2016-08-22,1003112.9806366264,-0.0072990144941388335
2016-08-23,1003112.9806366264,0.0
2016-08-24,1003112.9806366264,0.0
2016-08-25,1003112.9806366264,0.0
2016-08-26,1003112.9806366264,0.0
2016-08-29,1003112.9806366264,0.0
2016-08-30,1003112.9806366264,0.0
2016-08-31,1003112.9806366264,0.0
2016-09-01,1003112.9806366264,0.0
2016-09-02,1003112.9806366264,0.0
2016-09-05,1003112.9806366264,0.0
2016-09-06,1003112.9806366264,0.0
2016-09-07,1002672.3453934253,-0.00043926781101111256
2016-09-08,1005927.2545538151,0.0032462341016423757
2016-09-09,1003486.1225484284,-0.0024267480519448714
2016-09-12,997789.971275798,-0.005676362776362631
2016-09-13,996162.5095592738,-0.0016310664201638625
2016-09-14,992093.9540927496,-0.004084228654945288
2016-09-19,1001044.8698202086,0.009022246018669078
2016-09-20,1005113.5738134581,0.00406445716462267
2016-09-21,1003486.1922041627,-0.0016191022106297748
2016-09-22,1009995.9228427496,0.006487115307773461
2016-09-23,1009995.9368801827,1.3898504791498567e-08
2016-09-26,1007554.7665927496,-0.0024170100079548007
2016-09-27,1007554.7665927496,0.0
2016-09-28,1007554.7665927496,0.0
2016-09-29,1010809.6677458244,0.003230495513491416
2016-09-30,1010809.7725370431,1.03670574125303e-07
2016-10-03,1011623.3603427496,0.0008048871586039397
2016-10-04,1009995.9368801827,-0.0016087246759658447
2016-10-05,1011623.3603427496,0.001611316841128918
2016-10-06,1009996.0482594164,-0.0016086145764584447
2016-10-07,1014878.3603427496,0.004833991273279992
2016-10-11,1019760.8222594163,0.004810883853132664
2016-10-12,1012437.1621237523,-0.007181742988946693
2016-10-13,1018947.0028328027,0.00642987135655404
2016-10-14,1013250.8984079092,-0.005590187133440283
2016-10-17,1012437.1415927496,-0.0008031148222401585
2016-10-18,1012437.1294771079,-1.1966808877161839e-08
2016-10-19,1014064.6240300847,0.0016075018444032807
2016-10-20,1017319.4613926184,0.0032096942200767753
2016-10-21,1019760.733767816,0.0023997106787436717
2016-10-24,1019760.7040927496,-2.9100028386963572e-08
2016-10-25,1021388.1487171019,0.0015959083516561279
2016-10-26,1018946.9922781282,-0.0023900379518206893
2016-10-27,1020574.4647028293,0.0015972100973205006
2016-10-28,1017319.5478427496,-0.0031892987456112465
2016-10-31,1016505.8100277629,-0.0007998841826172276
2016-11-01,1015692.0859364171,-0.0008005110087109246
2016-11-02,1013606.8290769986,-0.0020530403734474456
2016-11-03,1013606.8290769986,0.0
2016-11-04,1013606.8290769986,0.0
2016-11-07,1013606.8290769986,0.0
2016-11-08,1013101.7834756826,-0.00049826578395884
2016-11-09,1013101.7859255306,2.4181656677058072e-09
2016-11-10,1007288.3859183822,-0.005738219089049812
2016-11-11,1007288.3859183822,0.0
2016-11-14,1007288.3859183822,0.0
2016-11-15,1007288.3859183822,0.0
2016-11-16,1007288.3859183822,0.0
2016-11-17,1007288.3859183822,0.0
2016-11-18,1007288.3859183822,0.0
2016-11-21,1007288.3859183822,0.0
2016-11-22,1007288.3859183822,0.0
2016-11-23,1007288.3859183822,0.0
2016-11-24,1007288.3859183822,0.0
2016-11-25,1007288.3859183822,0.0
2016-11-28,1007288.3859183822,0.0
2016-11-29,1007288.3859183822,0.0
2016-11-30,1007288.3859183822,0.0
2016-12-01,1006764.9051142028,-0.0005196930804499678
2016-12-02,1000497.5852916585,-0.006225206888626378
2016-12-05,1000497.5852916585,0.0
2016-12-06,1000497.5852916585,0.0
2016-12-07,1000011.1467643208,-0.00048619660305915247
2016-12-08,1001783.267730494,0.0017721012129787717
2016-12-09,1005327.4336641082,0.003537856987413379
2016-12-12,1005327.4599661365,2.6162648492089602e-08
2016-12-13,1006213.4783911465,0.000881323210886853
2016-12-14,1006213.6424332325,1.630291082133084e-07
2016-12-15,1003555.3856555515,-0.002641841320351057
2016-12-16,1004441.4151683939,0.000882890496635369
2016-12-19,1001783.3470706893,-0.0026463147153873434
2016-12-20,996467.0772033279,-0.0053068059904436415
2016-12-21,996467.0415810461,-3.5748578763872274e-08
2016-12-22,994694.9100010508,-0.0017784146449876248
2016-12-23,992922.8336277434,-0.0017815275372279338
2016-12-26,992447.0691389095,-0.0004791555523964153
2016-12-27,992447.0691389095,0.0
2016-12-28,992447.0691389095,0.0
2016-12-29,992447.0691389095,0.0
2016-12-30,992447.0691389095,0.0
2017-01-03,992447.0691389095,0.0
2017-01-04,992447.0691389095,0.0
2017-01-05,992447.0691389095,0.0
2017-01-06,992447.0691389095,0.0
2017-01-09,992447.0691389095,0.0
2017-01-10,991742.6590753926,-0.0007097709141586916
2017-01-11,993015.186104452,0.0012831222065670111
2017-01-12,986652.0039197351,-0.006407940456257588
2017-01-13,981561.2399966931,-0.0051596347068850745
2017-01-16,979601.4886902871,-0.0019965654984630543
2017-01-17,979601.4886902871,0.0
2017-01-18,979601.4886902871,0.0
2017-01-19,979601.4886902871,0.0
2017-01-20,979601.4886902871,0.0
2017-01-23,979601.4886902871,0.0
2017-01-24,979601.4886902871,0.0
2017-02-02,979045.5117321245,-0.0005675542193244176
2017-02-03,975102.4127380631,-0.004027493049925002
2017-02-06,972145.0884925172,-0.003032834507343485
2017-02-07,970173.5389954867,-0.0020280403824163296
2017-02-08,970173.4930335329,-4.7374981826386886e-08
2017-02-09,971159.3664771364,0.0010161826216472658
2017-02-10,972144.9835947996,0.0010148871047175323
2017-02-13,976088.2493267457,0.004056252717948183
2017-02-14,981017.1238982789,0.005049619821704487
2017-02-15,977073.904680058,-0.004019521292912498
2017-02-16,982988.5522478069,0.00605342905937678
2017-02-17,982988.5754437161,2.359733408674458e-08
2017-02-20,982988.560660486,-1.5039066103561538e-08
2017-02-21,982988.560660486,0.0
2017-02-22,983974.3417208237,0.0010028408262201527
2017-02-23,979045.4685524451,-0.005009148063514268
2017-02-24,978059.6792746828,-0.001006888147104923
2017-03-01,980031.1645207873,0.0020157105827800503
2017-03-02,979045.3900957729,-0.0010058602835313346
2017-03-03,972145.1413689483,-0.007047935465126498
2017-03-06,971159.2676568113,-0.0010141219352788333
2017-03-07,970615.0616262998,-0.0005603674377989698
2017-03-08,970615.0616262998,0.0
2017-03-09,970615.0616262998,0.0
2017-03-10,970615.0616262998,0.0
2017-03-13,970615.0616262998,0.0
2017-03-14,970615.0616262998,0.0
2017-03-15,970615.0616262998,0.0
2017-03-16,970615.0616262998,0.0
2017-03-17,970117.6698011947,-0.0005124501409154991
2017-03-20,973617.348429902,0.0036074784921962255
2017-03-21,974492.2772431908,0.0008986372466552872
2017-03-22,975367.2360071659,0.0008978611574534945
2017-03-23,974492.3162246309,-0.0008970157600500794
2017-03-24,974492.2084994345,-1.1054494186701902e-07
2017-03-27,978866.826853737,0.004489126045490677
2017-03-28,979741.7747720792,0.0008938375418794386
2017-03-29,978866.866372963,-0.0008929989734486332
2017-03-30,975367.1877442556,-0.003575234537945726
2017-03-31,972742.4269109404,-0.0026910489365400414
2017-04-05,970117.6312978871,-0.0026983459757057293
2017-04-06,976242.1074014325,0.00631312730122402
2017-04-07,974492.2474512304,-0.0017924446578726494
2017-04-10,972742.4344168726,-0.0017956151410485344
2017-04-11,970992.5690374798,-0.001798898986494546
2017-04-12,971867.4886409175,0.0009010569507292843
2017-04-13,969620.2779760896,-0.002312260355545326
2017-04-14,969620.2779760896,0.0
2017-04-17,969620.2779760896,0.0
2017-04-18,969620.2779760896,0.0
2017-04-19,969620.2779760896,0.0
2017-04-20,969620.2779760896,0.0
2017-04-21,969620.2779760896,0.0
2017-04-24,969063.3975648354,-0.0005743283467798399
2017-04-25,968091.5458541494,-0.0010028773278695224
2017-04-26,971007.1045049077,0.003011655936098423
2017-04-27,971007.0840933394,-2.102102880652268e-08
2017-04-28,973922.7192161961,0.0030026919171028954
2017-05-02,983641.416420623,0.009978920311303874
2017-05-03,982669.5420761686,-0.000988037234128436
2017-05-04,983641.4101368105,0.000989008022563187
2017-05-05,980725.7459756198,-0.002964153533130731
2017-05-08,984613.333214316,0.003963990192618949
2017-05-09,997247.5148265957,0.012831617434058806
2017-05-10,994331.964978965,-0.0029235970050400795
2017-05-11,995303.8493432496,0.0009774244402422916
2017-05-12,996275.8723805088,0.0009766093418615007
2017-05-15,994332.1353935893,-0.0019510027702218657
2017-05-16,996275.7676750891,0.001954711320609537
2017-05-17,992388.3093426852,-0.0039019902506267634
2017-05-18,991416.3071657987,-0.0009794575044220766
2017-05-19,993360.0949004426,0.001960617069332482
2017-05-22,993360.0742766052,-2.076169314246812e-08
2017-05-23,996275.6783371549,0.002935092859125632
2017-05-24,996275.7011305187,2.287857103766555e-08
2017-05-25,998219.3939037439,0.001950958726605112
2017-05-26,996275.6579627646,-0.0019472031427659742
2017-05-31,999191.3033255793,0.0029265448166992947
2017-06-01,996275.6579627646,-0.002918005143870417
2017-06-02,1003078.7134305446,0.006828487089297397
2017-06-05,1005022.5115690269,0.0019378321087428763
2017-06-06,1006966.2166367155,0.0019339915726406254
2017-06-07,1009881.9413022198,0.0028955536117616365
2017-06-08,1009881.8601567305,-8.035146081830646e-08
2017-06-09,1014741.1922732517,0.0048117827522589085
2017-06-12,1000163.1899212599,-0.014366227036998303
2017-06-13,1000163.1011347248,-8.87720483788712e-08
2017-06-14,1003078.7337561923,0.0029151571560273037
2017-06-15,1001134.9690358667,-0.0019377987538893304
2017-06-16,1001135.1267711775,1.575564891886927e-07
2017-06-19,1007938.1239770383,0.0067952836974181086
2017-06-20,1015713.0417240534,0.007713685554761485
2017-06-21,1017656.8068074496,0.0019136951122502577
2017-06-22,1019600.544892465,0.001910013348324524
2017-06-23,1021544.2728340621,0.0019063622036432637
2017-06-26,1023617.4923887253,0.002029495548843352
2017-06-27,1027634.6798518512,0.003924500600074099
2017-06-28,1018596.2395082132,-0.008795382756974446
2017-06-29,1020604.8003569681,0.0019718910897654762
2017-06-30,1012570.6578932317,-0.007871942656870079
2017-07-03,1014579.1715024586,0.001983578719736867
2017-07-04,1015583.4524780335,0.000989849785786312
2017-07-05,1013574.9214957287,-0.0019777114105237192
2017-07-06,1015583.4761548172,0.0019816538634602754
2017-07-07,1013574.9152900014,-0.001977740788399296
2017-07-10,1012570.6517024941,-0.0009908133798082197
2017-07-11,1015583.5011261851,0.002975446126771697
2017-07-12,1021609.1624676518,0.0059332012924440125
2017-07-13,1023617.6164353421,0.0019659709813477644
2017-07-14,1025626.0734482389,0.001962116498044564
